Market,Segment,Occasion,Pack Size,Flavor,Channel,Price,WtP_Estimate,Elasticity,Unit_Sales,Revenue,Gross_Margin_%,Gross_Margin_Value
India,Mid-SEC,Impulse,Multi-pack,Classic Salted,Traditional Trade,70,76.99,-0.82,512,35840,0.26,9320.02
India,Mid-SEC,Impulse,Multi-pack,Spicy,7-Eleven,100,117.19,-1.3,467,46700,0.41,19237.72
India,Mid-SEC,Impulse,Multi-pack,Spicy,Modern Trade,70,84.42,-0.65,529,37030,0.44,16312.4
India,Mid-SEC,Impulse,Multi-pack,Spicy,Traditional Trade,100,113.53,-1.09,523,52300,0.47,24499.67
India,Mid-SEC,Impulse,Multi-pack,Local Specialty,7-Eleven,100,133.17,-0.96,509,50900,0.42,21351.37
India,Mid-SEC,Impulse,Multi-pack,Local Specialty,Modern Trade,5,6.1,-1.4,455,2275,0.25,563.89
India,Mid-SEC,Impulse,Multi-pack,Local Specialty,Traditional Trade,20,23.36,-0.33,489,9780,0.44,4272.98
India,Mid-SEC,Impulse,Multi-pack,Health-Oriented,7-Eleven,5,6.21,-0.71,500,2500,0.42,1039.4
India,Mid-SEC,Impulse,Multi-pack,Health-Oriented,Modern Trade,70,84.27,-1.26,512,35840,0.21,7497.58
India,Mid-SEC,Impulse,Multi-pack,Health-Oriented,Traditional Trade,10,12.12,-1.19,498,4980,0.42,2082.39
India,Mid-SEC,Top-up,Small (20g),Classic Salted,7-Eleven,70,80.62,-1.08,492,34440,0.21,7302.41
India,Mid-SEC,Top-up,Small (20g),Classic Salted,Modern Trade,20,27.15,-0.46,505,10100,0.42,4217.53
India,Mid-SEC,Top-up,Small (20g),Classic Salted,Traditional Trade,70,91.55,-0.42,495,34650,0.38,13087.48
India,Mid-SEC,Top-up,Small (20g),Spicy,7-Eleven,30,35.88,-0.41,480,14400,0.39,5608.34
India,Mid-SEC,Top-up,Small (20g),Spicy,Modern Trade,100,113.74,-0.64,536,53600,0.27,14539.7
India,Mid-SEC,Top-up,Small (20g),Spicy,Traditional Trade,50,61.98,-0.33,477,23850,0.35,8292.25
India,Mid-SEC,Top-up,Small (20g),Local Specialty,7-Eleven,30,37.63,-0.97,501,15030,0.38,5679.62
India,Mid-SEC,Top-up,Small (20g),Local Specialty,Modern Trade,10,11.63,-1.3,493,4930,0.28,1367.78
India,Mid-SEC,Top-up,Small (20g),Local Specialty,Traditional Trade,50,53.53,-0.57,497,24850,0.22,5517.92
India,Mid-SEC,Top-up,Small (20g),Health-Oriented,7-Eleven,100,131.61,-1.3,501,50100,0.45,22478.12
India,Mid-SEC,Top-up,Small (20g),Health-Oriented,Modern Trade,70,73.1,-0.76,514,35980,0.25,9005.28
India,Mid-SEC,Top-up,Small (20g),Health-Oriented,Traditional Trade,100,115.72,-1.46,516,51600,0.34,17667.29
India,Mid-SEC,Top-up,Medium (50g),Classic Salted,7-Eleven,50,61.91,-0.8,529,26450,0.23,6178.08
India,Mid-SEC,Top-up,Medium (50g),Classic Salted,Modern Trade,70,87.01,-1.18,453,31710,0.48,15251.93
India,Mid-SEC,Top-up,Medium (50g),Classic Salted,Traditional Trade,5,6.37,-1.12,500,2500,0.24,611.26
India,Mid-SEC,Top-up,Medium (50g),Spicy,7-Eleven,50,59.6,-0.32,563,28150,0.49,13668.05
India,Mid-SEC,Top-up,Medium (50g),Spicy,Modern Trade,30,38.75,-0.95,501,15030,0.4,6012.89
India,Mid-SEC,Top-up,Medium (50g),Spicy,Traditional Trade,30,37.04,-1.33,514,15420,0.4,6199.3
India,Mid-SEC,Top-up,Medium (50g),Local Specialty,7-Eleven,100,113.76,-0.46,476,47600,0.45,21488.29
India,Mid-SEC,Top-up,Medium (50g),Local Specialty,Modern Trade,20,27.83,-0.37,512,10240,0.39,3946.03
India,Mid-SEC,Top-up,Medium (50g),Local Specialty,Traditional Trade,20,24.4,-1.46,542,10840,0.4,4368.02
India,Mid-SEC,Top-up,Medium (50g),Health-Oriented,7-Eleven,5,6.53,-1.24,510,2550,0.4,1008.19
India,Mid-SEC,Top-up,Medium (50g),Health-Oriented,Modern Trade,20,24.61,-0.3,494,9880,0.43,4294.99
India,Mid-SEC,Top-up,Medium (50g),Health-Oriented,Traditional Trade,20,22.49,-0.82,516,10320,0.32,3315.22
India,Mid-SEC,Top-up,Large (100g),Classic Salted,7-Eleven,50,65.95,-0.53,518,25900,0.33,8564.48
India,Mid-SEC,Top-up,Large (100g),Classic Salted,Modern Trade,50,53.86,-0.52,469,23450,0.2,4730.51
India,Mid-SEC,Top-up,Large (100g),Classic Salted,Traditional Trade,50,54.52,-1.02,513,25650,0.33,8582.7
India,Mid-SEC,Top-up,Large (100g),Spicy,7-Eleven,100,105.6,-1.21,492,49200,0.22,10920.37
India,Mid-SEC,Top-up,Large (100g),Spicy,Modern Trade,5,6.82,-0.76,498,2490,0.46,1142.91
India,Mid-SEC,Top-up,Large (100g),Spicy,Traditional Trade,50,65.05,-0.88,499,24950,0.3,7544.24
India,Mid-SEC,Top-up,Large (100g),Local Specialty,7-Eleven,30,31.83,-0.8,502,15060,0.43,6467.74
India,Mid-SEC,Top-up,Large (100g),Local Specialty,Modern Trade,10,10.35,-0.52,534,5340,0.48,2553.11
India,Mid-SEC,Top-up,Large (100g),Local Specialty,Traditional Trade,20,22.49,-0.92,483,9660,0.29,2822.53
India,Mid-SEC,Top-up,Large (100g),Health-Oriented,7-Eleven,70,82.04,-0.54,502,35140,0.38,13462.14
India,Mid-SEC,Top-up,Large (100g),Health-Oriented,Modern Trade,20,22.02,-1,470,9400,0.4,3800.75
India,Mid-SEC,Top-up,Large (100g),Health-Oriented,Traditional Trade,20,25.88,-1.28,502,10040,0.23,2329.91
India,Mid-SEC,Top-up,Multi-pack,Classic Salted,7-Eleven,50,52.04,-0.34,499,24950,0.37,9108.45
India,Mid-SEC,Top-up,Multi-pack,Classic Salted,Modern Trade,20,24.88,-1.45,509,10180,0.38,3873.32
India,Mid-SEC,Top-up,Multi-pack,Classic Salted,Traditional Trade,5,6.02,-1.23,480,2400,0.32,775.94
India,Mid-SEC,Top-up,Multi-pack,Spicy,7-Eleven,5,6.02,-0.49,534,2670,0.27,723.73
India,Mid-SEC,Top-up,Multi-pack,Spicy,Modern Trade,50,56.41,-0.51,495,24750,0.23,5659.35
India,Mid-SEC,Top-up,Multi-pack,Spicy,Traditional Trade,70,90.26,-0.75,497,34790,0.25,8711.56
India,Mid-SEC,Top-up,Multi-pack,Local Specialty,7-Eleven,30,37.9,-1.24,465,13950,0.39,5476.65
India,Mid-SEC,Top-up,Multi-pack,Local Specialty,Modern Trade,20,24.83,-0.77,503,10060,0.32,3191.75
India,Mid-SEC,Top-up,Multi-pack,Local Specialty,Traditional Trade,100,119.12,-0.31,472,47200,0.32,15165.15
India,Mid-SEC,Top-up,Multi-pack,Health-Oriented,7-Eleven,70,102.06,-0.99,515,36050,0.5,17930.43
India,Mid-SEC,Top-up,Multi-pack,Health-Oriented,Modern Trade,10,12.57,-1.17,461,4610,0.47,2158.67
India,Mid-SEC,Top-up,Multi-pack,Health-Oriented,Traditional Trade,20,27.26,-1.27,488,9760,0.31,2991.43
India,Mid-SEC,Sharing,Small (20g),Classic Salted,7-Eleven,20,24.07,-1.42,521,10420,0.36,3772.08
India,Mid-SEC,Sharing,Small (20g),Classic Salted,Modern Trade,20,22.46,-0.44,510,10200,0.3,3032.46
India,Mid-SEC,Sharing,Small (20g),Classic Salted,Traditional Trade,20,26.46,-0.31,511,10220,0.42,4284.17
India,Mid-SEC,Sharing,Small (20g),Spicy,7-Eleven,20,21.58,-0.94,455,9100,0.49,4434.32
India,Mid-SEC,Sharing,Small (20g),Spicy,Modern Trade,100,125.39,-1.26,502,50200,0.34,16822.59
India,Mid-SEC,Sharing,Small (20g),Spicy,Traditional Trade,30,33.24,-0.59,490,14700,0.44,6447.93
India,Mid-SEC,Sharing,Small (20g),Local Specialty,7-Eleven,10,10.91,-0.31,540,5400,0.45,2444.09
India,Mid-SEC,Sharing,Small (20g),Local Specialty,Modern Trade,50,58.42,-0.87,508,25400,0.43,10835.16
India,Mid-SEC,Sharing,Small (20g),Local Specialty,Traditional Trade,70,84.93,-0.56,514,35980,0.29,10467.97
India,Mid-SEC,Sharing,Small (20g),Health-Oriented,7-Eleven,10,11.85,-1.18,491,4910,0.48,2362.14
India,Mid-SEC,Sharing,Small (20g),Health-Oriented,Modern Trade,10,10.16,-1.02,497,4970,0.35,1762.88
India,Mid-SEC,Sharing,Small (20g),Health-Oriented,Traditional Trade,100,125.08,-0.4,527,52700,0.48,25252.71
India,Mid-SEC,Sharing,Medium (50g),Classic Salted,7-Eleven,100,120.82,-1.04,530,53000,0.44,23414.21
India,Mid-SEC,Sharing,Medium (50g),Classic Salted,Modern Trade,20,23.8,-0.55,487,9740,0.32,3125.51
India,Mid-SEC,Sharing,Medium (50g),Classic Salted,Traditional Trade,20,25.07,-1.08,523,10460,0.46,4797
India,Mid-SEC,Sharing,Medium (50g),Spicy,7-Eleven,70,77.71,-0.39,499,34930,0.43,15000.44
India,Mid-SEC,Sharing,Medium (50g),Spicy,Modern Trade,50,60.05,-1.02,473,23650,0.22,5213.68
India,Mid-SEC,Sharing,Medium (50g),Spicy,Traditional Trade,100,106.88,-1.47,503,50300,0.33,16586.39
India,Mid-SEC,Sharing,Medium (50g),Local Specialty,7-Eleven,70,84.45,-0.97,467,32690,0.26,8656.69
India,Mid-SEC,Sharing,Medium (50g),Local Specialty,Modern Trade,30,30.07,-0.76,510,15300,0.22,3341.59
India,Mid-SEC,Sharing,Medium (50g),Local Specialty,Traditional Trade,20,23.57,-1.43,482,9640,0.24,2279.05
India,Mid-SEC,Sharing,Medium (50g),Health-Oriented,7-Eleven,30,40.47,-1.14,466,13980,0.22,3057.25
India,Mid-SEC,Sharing,Medium (50g),Health-Oriented,Modern Trade,70,85.12,-0.52,507,35490,0.39,13740.62
India,Mid-SEC,Sharing,Medium (50g),Health-Oriented,Traditional Trade,50,60.02,-0.87,495,24750,0.47,11533.04
India,Mid-SEC,Sharing,Large (100g),Classic Salted,7-Eleven,30,31.9,-1.06,494,14820,0.42,6225.65
India,Mid-SEC,Sharing,Large (100g),Classic Salted,Modern Trade,100,117.75,-0.58,499,49900,0.28,13869.4
India,Mid-SEC,Sharing,Large (100g),Classic Salted,Traditional Trade,30,34.36,-0.86,480,14400,0.27,3921.99
India,Mid-SEC,Sharing,Large (100g),Spicy,7-Eleven,70,86.74,-0.33,499,34930,0.36,12728.07
India,Mid-SEC,Sharing,Large (100g),Spicy,Modern Trade,70,92.38,-1.38,499,34930,0.3,10388.28
India,Mid-SEC,Sharing,Large (100g),Spicy,Traditional Trade,5,5.92,-0.62,498,2490,0.32,792.67
India,Mid-SEC,Sharing,Large (100g),Local Specialty,7-Eleven,50,67.36,-0.43,488,24400,0.33,8083.25
India,Mid-SEC,Sharing,Large (100g),Local Specialty,Modern Trade,5,5.9,-1.19,525,2625,0.47,1235.14
India,Mid-SEC,Sharing,Large (100g),Local Specialty,Traditional Trade,30,42.47,-0.71,533,15990,0.38,6143.04
India,Mid-SEC,Sharing,Large (100g),Health-Oriented,7-Eleven,100,113.94,-1.42,501,50100,0.42,21103.63
India,Mid-SEC,Sharing,Large (100g),Health-Oriented,Modern Trade,30,42.04,-1.45,463,13890,0.22,3078.38
India,Mid-SEC,Sharing,Large (100g),Health-Oriented,Traditional Trade,50,60.68,-1.41,516,25800,0.29,7455.19
India,Mid-SEC,Sharing,Multi-pack,Classic Salted,7-Eleven,10,13.2,-0.71,477,4770,0.23,1094.8
India,Mid-SEC,Sharing,Multi-pack,Classic Salted,Modern Trade,30,34.03,-0.71,518,15540,0.21,3205.65
India,Mid-SEC,Sharing,Multi-pack,Classic Salted,Traditional Trade,30,38.99,-0.75,492,14760,0.24,3489.5
India,Mid-SEC,Sharing,Multi-pack,Spicy,7-Eleven,20,22.49,-0.76,519,10380,0.36,3727.36
India,Mid-SEC,Sharing,Multi-pack,Spicy,Modern Trade,20,22.71,-0.32,506,10120,0.42,4295.15
India,Mid-SEC,Sharing,Multi-pack,Spicy,Traditional Trade,100,129.28,-0.53,510,51000,0.3,15375.49
India,Mid-SEC,Sharing,Multi-pack,Local Specialty,7-Eleven,30,32.87,-0.97,507,15210,0.27,4140.28
India,Mid-SEC,Sharing,Multi-pack,Local Specialty,Modern Trade,70,70.24,-1.35,478,33460,0.39,13174.65
India,Mid-SEC,Sharing,Multi-pack,Local Specialty,Traditional Trade,10,12.86,-0.47,483,4830,0.34,1633.32
India,Mid-SEC,Sharing,Multi-pack,Health-Oriented,7-Eleven,5,5.71,-0.49,515,2575,0.4,1021.89
India,Mid-SEC,Sharing,Multi-pack,Health-Oriented,Modern Trade,50,60.91,-0.32,544,27200,0.25,6784.89
India,Mid-SEC,Sharing,Multi-pack,Health-Oriented,Traditional Trade,5,5.35,-1.34,515,2575,0.26,679.94
India,Mid-SEC,Health-conscious,Small (20g),Classic Salted,7-Eleven,20,26.48,-0.62,503,10060,0.35,3546.23
India,Mid-SEC,Health-conscious,Small (20g),Classic Salted,Modern Trade,100,120.21,-1.14,504,50400,0.46,23284.64
India,Mid-SEC,Health-conscious,Small (20g),Classic Salted,Traditional Trade,20,26.58,-1.31,497,9940,0.27,2723.6
India,Mid-SEC,Health-conscious,Small (20g),Spicy,7-Eleven,5,6.34,-0.63,494,2470,0.26,645.19
India,Mid-SEC,Health-conscious,Small (20g),Spicy,Modern Trade,100,136.7,-0.76,477,47700,0.44,20756.06
India,Mid-SEC,Health-conscious,Small (20g),Spicy,Traditional Trade,100,123.95,-0.83,491,49100,0.24,12013.12
India,Mid-SEC,Health-conscious,Small (20g),Local Specialty,7-Eleven,100,127.22,-0.3,491,49100,0.42,20456.1
India,Mid-SEC,Health-conscious,Small (20g),Local Specialty,Modern Trade,10,11.63,-0.44,506,5060,0.32,1638.36
India,Mid-SEC,Health-conscious,Small (20g),Local Specialty,Traditional Trade,100,104.74,-0.55,465,46500,0.34,16009.57
India,Mid-SEC,Health-conscious,Small (20g),Health-Oriented,7-Eleven,30,39.79,-0.73,457,13710,0.37,5051.39
India,Mid-SEC,Health-conscious,Small (20g),Health-Oriented,Modern Trade,70,98.43,-0.69,522,36540,0.45,16352.19
India,Mid-SEC,Health-conscious,Small (20g),Health-Oriented,Traditional Trade,50,66.04,-0.9,461,23050,0.3,6921.26
India,Mid-SEC,Health-conscious,Medium (50g),Classic Salted,7-Eleven,20,25.39,-0.55,501,10020,0.24,2447.24
India,Mid-SEC,Health-conscious,Medium (50g),Classic Salted,Modern Trade,100,129.55,-1.11,496,49600,0.27,13202.71
India,Mid-SEC,Health-conscious,Medium (50g),Classic Salted,Traditional Trade,20,27.03,-0.3,543,10860,0.33,3544.43
India,Mid-SEC,Health-conscious,Medium (50g),Spicy,7-Eleven,5,6.32,-0.74,520,2600,0.32,839.73
India,Mid-SEC,Health-conscious,Medium (50g),Spicy,Modern Trade,100,116.28,-0.81,506,50600,0.31,15618.73
India,Mid-SEC,Health-conscious,Medium (50g),Spicy,Traditional Trade,50,65.44,-1.1,423,21150,0.45,9507.12
India,Mid-SEC,Health-conscious,Medium (50g),Local Specialty,7-Eleven,100,121.41,-1.14,546,54600,0.33,17957.78
India,Mid-SEC,Health-conscious,Medium (50g),Local Specialty,Modern Trade,30,30.69,-0.45,526,15780,0.44,6955.71
India,Mid-SEC,Health-conscious,Medium (50g),Local Specialty,Traditional Trade,100,108.3,-1.34,462,46200,0.35,16120.95
India,Mid-SEC,Health-conscious,Medium (50g),Health-Oriented,7-Eleven,20,18.26,-0.98,515,10300,0.25,2551.03
India,Mid-SEC,Health-conscious,Medium (50g),Health-Oriented,Modern Trade,20,22,-0.6,510,10200,0.22,2251.01
India,Mid-SEC,Health-conscious,Medium (50g),Health-Oriented,Traditional Trade,30,36.91,-1.43,485,14550,0.27,3988.06
India,Mid-SEC,Health-conscious,Large (100g),Classic Salted,7-Eleven,70,82.41,-1.17,518,36260,0.43,15701.06
India,Mid-SEC,Health-conscious,Large (100g),Classic Salted,Modern Trade,70,86.57,-1.42,499,34930,0.22,7642.54
India,Mid-SEC,Health-conscious,Large (100g),Classic Salted,Traditional Trade,50,47.88,-1.08,534,26700,0.4,10656.96
India,Mid-SEC,Health-conscious,Large (100g),Spicy,7-Eleven,100,128.84,-0.34,504,50400,0.22,10870.14
India,Mid-SEC,Health-conscious,Large (100g),Spicy,Modern Trade,5,5.22,-0.62,510,2550,0.37,942.48
India,Mid-SEC,Health-conscious,Large (100g),Spicy,Traditional Trade,30,34.41,-0.94,490,14700,0.25,3607
India,Mid-SEC,Health-conscious,Large (100g),Local Specialty,7-Eleven,100,112.65,-0.48,504,50400,0.23,11815.31
India,Mid-SEC,Health-conscious,Large (100g),Local Specialty,Modern Trade,10,11.19,-0.47,515,5150,0.41,2123.61
India,Mid-SEC,Health-conscious,Large (100g),Local Specialty,Traditional Trade,70,78.21,-0.95,499,34930,0.48,16895.97
India,Mid-SEC,Health-conscious,Large (100g),Health-Oriented,7-Eleven,10,12.09,-0.48,511,5110,0.32,1653.24
India,Mid-SEC,Health-conscious,Large (100g),Health-Oriented,Modern Trade,50,63.1,-1.43,501,25050,0.34,8461.19
India,Mid-SEC,Health-conscious,Large (100g),Health-Oriented,Traditional Trade,70,98.4,-1.44,520,36400,0.28,10104.14
India,Mid-SEC,Health-conscious,Multi-pack,Classic Salted,7-Eleven,50,57.59,-0.59,501,25050,0.46,11606.89
India,Mid-SEC,Health-conscious,Multi-pack,Classic Salted,Modern Trade,20,22.09,-0.44,529,10580,0.34,3548.23
India,Mid-SEC,Health-conscious,Multi-pack,Classic Salted,Traditional Trade,50,64.42,-0.85,500,25000,0.4,9925.85
India,Mid-SEC,Health-conscious,Multi-pack,Spicy,7-Eleven,50,59.61,-0.51,492,24600,0.49,12037.84
India,Mid-SEC,Health-conscious,Multi-pack,Spicy,Modern Trade,30,36.34,-1.16,521,15630,0.39,6101.56
India,Mid-SEC,Health-conscious,Multi-pack,Spicy,Traditional Trade,70,73.93,-0.54,493,34510,0.36,12420.45
India,Mid-SEC,Health-conscious,Multi-pack,Local Specialty,7-Eleven,100,124.85,-0.55,488,48800,0.47,23025.94
India,Mid-SEC,Health-conscious,Multi-pack,Local Specialty,Modern Trade,100,111.54,-1.17,479,47900,0.47,22426.63
India,Mid-SEC,Health-conscious,Multi-pack,Local Specialty,Traditional Trade,10,11.04,-0.97,507,5070,0.46,2356.16
India,Mid-SEC,Health-conscious,Multi-pack,Health-Oriented,7-Eleven,100,124.24,-0.54,500,50000,0.33,16266.41
India,Mid-SEC,Health-conscious,Multi-pack,Health-Oriented,Modern Trade,100,109.38,-0.44,495,49500,0.2,10087.22
India,Mid-SEC,Health-conscious,Multi-pack,Health-Oriented,Traditional Trade,5,6.21,-0.83,502,2510,0.47,1172.36
India,High-SEC,Impulse,Small (20g),Classic Salted,7-Eleven,70,85.36,-1.28,527,36890,0.36,13362.96
India,High-SEC,Impulse,Small (20g),Classic Salted,Modern Trade,30,34.94,-0.65,488,14640,0.45,6536.63
India,High-SEC,Impulse,Small (20g),Classic Salted,Traditional Trade,50,49.39,-0.91,524,26200,0.25,6605.77
India,High-SEC,Impulse,Small (20g),Spicy,7-Eleven,100,113.92,-0.65,524,52400,0.27,14250.82
India,High-SEC,Impulse,Small (20g),Spicy,Modern Trade,5,5.8,-0.96,517,2585,0.39,998.53
India,High-SEC,Impulse,Small (20g),Spicy,Traditional Trade,30,33.23,-1.08,525,15750,0.49,7776.27
India,High-SEC,Impulse,Small (20g),Local Specialty,7-Eleven,50,55.48,-0.69,488,24400,0.22,5389.77
India,High-SEC,Impulse,Small (20g),Local Specialty,Modern Trade,20,24.65,-1.29,527,10540,0.45,4754.72
India,High-SEC,Impulse,Small (20g),Local Specialty,Traditional Trade,10,12.87,-0.67,501,5010,0.26,1321.6
India,High-SEC,Impulse,Small (20g),Health-Oriented,7-Eleven,50,53.27,-1.46,487,24350,0.48,11724.32
India,High-SEC,Impulse,Small (20g),Health-Oriented,Modern Trade,50,61.75,-0.55,511,25550,0.47,12063.65
India,High-SEC,Impulse,Small (20g),Health-Oriented,Traditional Trade,70,87.42,-0.7,504,35280,0.33,11787.64
India,High-SEC,Impulse,Medium (50g),Classic Salted,7-Eleven,20,26.21,-0.84,492,9840,0.23,2294.85
India,High-SEC,Impulse,Medium (50g),Classic Salted,Modern Trade,50,59.4,-0.99,538,26900,0.46,12306.82
India,High-SEC,Impulse,Medium (50g),Classic Salted,Traditional Trade,5,6.26,-0.6,522,2610,0.49,1275.88
India,High-SEC,Impulse,Medium (50g),Spicy,7-Eleven,70,82.18,-0.63,487,34090,0.28,9697.12
India,High-SEC,Impulse,Medium (50g),Spicy,Modern Trade,100,123.67,-1.38,482,48200,0.34,16418.38
India,High-SEC,Impulse,Medium (50g),Spicy,Traditional Trade,30,41.51,-1.14,506,15180,0.29,4401.83
India,High-SEC,Impulse,Medium (50g),Local Specialty,7-Eleven,10,12.95,-0.43,477,4770,0.27,1296.74
India,High-SEC,Impulse,Medium (50g),Local Specialty,Modern Trade,20,27.42,-0.55,501,10020,0.45,4503.11
India,High-SEC,Impulse,Medium (50g),Local Specialty,Traditional Trade,50,55.36,-1.39,536,26800,0.45,12027.47
India,High-SEC,Impulse,Medium (50g),Health-Oriented,7-Eleven,50,61.19,-0.45,505,25250,0.33,8310.49
India,High-SEC,Impulse,Medium (50g),Health-Oriented,Modern Trade,100,113.46,-0.57,506,50600,0.33,16850.51
India,High-SEC,Impulse,Medium (50g),Health-Oriented,Traditional Trade,10,10.17,-0.77,508,5080,0.41,2086.81
India,High-SEC,Impulse,Large (100g),Classic Salted,7-Eleven,30,36.23,-1.37,492,14760,0.4,5840.05
India,High-SEC,Impulse,Large (100g),Classic Salted,Modern Trade,100,103.98,-0.36,506,50600,0.35,17805.12
India,High-SEC,Impulse,Large (100g),Classic Salted,Traditional Trade,70,79.64,-1.19,491,34370,0.21,7344.68
India,High-SEC,Impulse,Large (100g),Spicy,7-Eleven,70,85.36,-1.33,489,34230,0.26,8859.73
India,High-SEC,Impulse,Large (100g),Spicy,Modern Trade,70,73.47,-1.25,501,35070,0.2,7094.63
India,High-SEC,Impulse,Large (100g),Spicy,Traditional Trade,50,63.8,-1.24,439,21950,0.3,6621.4
India,High-SEC,Impulse,Large (100g),Local Specialty,7-Eleven,70,86.23,-0.88,486,34020,0.32,10855.94
India,High-SEC,Impulse,Large (100g),Local Specialty,Modern Trade,30,40.02,-1.4,507,15210,0.3,4617.25
India,High-SEC,Impulse,Large (100g),Local Specialty,Traditional Trade,10,13.08,-0.91,471,4710,0.32,1499.54
India,High-SEC,Impulse,Large (100g),Health-Oriented,7-Eleven,50,60.11,-0.99,494,24700,0.41,10230.98
India,High-SEC,Impulse,Large (100g),Health-Oriented,Modern Trade,30,31.26,-0.51,450,13500,0.22,2941.08
India,High-SEC,Impulse,Large (100g),Health-Oriented,Traditional Trade,100,128.95,-0.78,512,51200,0.32,16135.77
India,High-SEC,Impulse,Multi-pack,Classic Salted,7-Eleven,50,49.24,-1.35,495,24750,0.22,5477.23
India,High-SEC,Impulse,Multi-pack,Classic Salted,Modern Trade,10,11.28,-1.4,490,4900,0.4,1962.8
India,High-SEC,Impulse,Multi-pack,Classic Salted,Traditional Trade,10,10.91,-0.79,537,5370,0.46,2481.53
India,High-SEC,Impulse,Multi-pack,Spicy,7-Eleven,50,67.05,-0.63,469,23450,0.22,5157.43
India,High-SEC,Impulse,Multi-pack,Spicy,Modern Trade,10,10.86,-1.49,495,4950,0.35,1711.71
India,High-SEC,Impulse,Multi-pack,Spicy,Traditional Trade,100,121.09,-0.81,445,44500,0.37,16357.88
India,High-SEC,Impulse,Multi-pack,Local Specialty,7-Eleven,20,26.53,-0.72,526,10520,0.33,3460.86
India,High-SEC,Impulse,Multi-pack,Local Specialty,Modern Trade,5,5.57,-0.69,485,2425,0.44,1058.99
India,High-SEC,Impulse,Multi-pack,Local Specialty,Traditional Trade,10,13.39,-0.51,527,5270,0.33,1735.39
India,High-SEC,Impulse,Multi-pack,Health-Oriented,7-Eleven,70,82.25,-1.12,505,35350,0.38,13444.39
India,High-SEC,Impulse,Multi-pack,Health-Oriented,Modern Trade,10,13.03,-1.05,475,4750,0.24,1153.2
India,High-SEC,Impulse,Multi-pack,Health-Oriented,Traditional Trade,30,39.38,-0.43,490,14700,0.21,3052.22
India,High-SEC,Top-up,Small (20g),Classic Salted,7-Eleven,70,93.17,-1.09,459,32130,0.29,9425.83
India,High-SEC,Top-up,Small (20g),Classic Salted,Modern Trade,20,26.79,-0.69,507,10140,0.27,2690.83
India,High-SEC,Top-up,Small (20g),Classic Salted,Traditional Trade,5,5.99,-0.67,472,2360,0.21,491.5
India,High-SEC,Top-up,Small (20g),Spicy,7-Eleven,5,6.14,-0.89,562,2810,0.21,594.87
India,High-SEC,Top-up,Small (20g),Spicy,Modern Trade,100,119.12,-1.31,497,49700,0.47,23360.24
India,High-SEC,Top-up,Small (20g),Spicy,Traditional Trade,100,116.3,-1.36,554,55400,0.47,25845.27
India,High-SEC,Top-up,Small (20g),Local Specialty,7-Eleven,70,92.21,-0.32,493,34510,0.3,10426.03
India,High-SEC,Top-up,Small (20g),Local Specialty,Modern Trade,70,86.59,-0.85,474,33180,0.36,12028.13
India,High-SEC,Top-up,Small (20g),Local Specialty,Traditional Trade,70,88.47,-0.97,487,34090,0.26,8808.42
India,High-SEC,Top-up,Small (20g),Health-Oriented,7-Eleven,50,62.5,-1.43,490,24500,0.49,12003.17
India,High-SEC,Top-up,Small (20g),Health-Oriented,Modern Trade,50,50.1,-0.8,472,23600,0.39,9153.74
India,High-SEC,Top-up,Small (20g),Health-Oriented,Traditional Trade,50,63.74,-0.91,494,24700,0.46,11463.13
India,High-SEC,Top-up,Medium (50g),Classic Salted,7-Eleven,30,39.3,-0.76,479,14370,0.21,3044.11
India,High-SEC,Top-up,Medium (50g),Classic Salted,Modern Trade,30,41.88,-0.93,503,15090,0.49,7382.16
India,High-SEC,Top-up,Medium (50g),Classic Salted,Traditional Trade,20,24.51,-0.86,529,10580,0.44,4625.08
India,High-SEC,Top-up,Medium (50g),Spicy,7-Eleven,100,124.68,-1.35,521,52100,0.46,24128.93
India,High-SEC,Top-up,Medium (50g),Spicy,Modern Trade,5,6.19,-0.92,528,2640,0.31,825.26
India,High-SEC,Top-up,Medium (50g),Spicy,Traditional Trade,50,59.85,-1.16,479,23950,0.32,7567.29
India,High-SEC,Top-up,Medium (50g),Local Specialty,7-Eleven,30,29.59,-0.81,494,14820,0.43,6363.09
India,High-SEC,Top-up,Medium (50g),Local Specialty,Modern Trade,50,75.69,-0.81,555,27750,0.23,6459.62
India,High-SEC,Top-up,Medium (50g),Local Specialty,Traditional Trade,50,59.03,-0.48,533,26650,0.47,12393.3
India,High-SEC,Top-up,Medium (50g),Health-Oriented,7-Eleven,30,39.4,-0.96,501,15030,0.48,7183.06
India,High-SEC,Top-up,Medium (50g),Health-Oriented,Modern Trade,70,83.87,-0.67,515,36050,0.24,8663.92
India,High-SEC,Top-up,Medium (50g),Health-Oriented,Traditional Trade,10,11.61,-1.14,491,4910,0.28,1392.61
India,High-SEC,Top-up,Large (100g),Classic Salted,7-Eleven,70,90.67,-1.15,525,36750,0.24,8924.92
India,High-SEC,Top-up,Large (100g),Classic Salted,Modern Trade,20,25.03,-0.6,519,10380,0.43,4461.69
India,High-SEC,Top-up,Large (100g),Classic Salted,Traditional Trade,70,86.46,-1.39,499,34930,0.32,11256.64
India,High-SEC,Top-up,Large (100g),Spicy,7-Eleven,5,6.54,-1.01,457,2285,0.23,533.09
India,High-SEC,Top-up,Large (100g),Spicy,Modern Trade,5,5.05,-1.41,500,2500,0.41,1030.31
