Trip_ID,Shopper_ID,Date,Store_ID,Mission,SEC_Tier,Age_Group,Basket_Value,Distinct_SKUs
500360,10200,2025-04-22,2020,Top-up,High-SEC,45-54,358.83,1
500361,17964,2025-04-25,2083,Health-conscious,Mid-SEC,18-24,186.33,3
500362,11899,2025-04-26,2077,Health-conscious,High-SEC,35-44,401.45,6
500363,15489,2025-04-22,2068,Impulse,Low-SEC,45-54,289.27,4
500364,11310,2025-04-20,2019,Sharing,High-SEC,35-44,138.93,7
500365,17454,2025-04-20,2055,Health-conscious,Mid-SEC,18-24,104.7,4
500366,17540,2025-04-20,2046,Sharing,Mid-SEC,45-54,201.86,3
500367,10385,2025-04-22,2069,Top-up,Mid-SEC,35-44,237.68,4
500368,15318,2025-04-25,2038,Impulse,High-SEC,18-24,210.76,1
500369,18704,2025-04-21,2050,Top-up,Low-SEC,18-24,106.72,2
500370,18084,2025-04-22,2055,Sharing,Mid-SEC,25-34,463.45,7
500371,18577,2025-04-23,2072,Impulse,Low-SEC,35-44,217.76,2
500372,19983,2025-04-26,2081,Impulse,Mid-SEC,18-24,202.0,6
500373,14947,2025-04-23,2054,Impulse,Low-SEC,35-44,374.72,6
500374,11298,2025-04-20,2055,Top-up,High-SEC,35-44,497.71,5
500375,18422,2025-04-26,2069,Top-up,High-SEC,18-24,218.41,4
500376,13525,2025-04-22,2055,Top-up,Mid-SEC,18-24,322.08,2
500377,14668,2025-04-20,2034,Health-conscious,Low-SEC,18-24,401.92,6
500378,12126,2025-04-22,2035,Health-conscious,High-SEC,35-44,93.72,2
500379,10296,2025-04-21,2041,Impulse,High-SEC,35-44,377.67,5
500380,17547,2025-04-23,2075,Sharing,High-SEC,45-54,264.02,5
500381,10205,2025-04-22,2043,Sharing,Mid-SEC,45-54,118.3,7
500382,18175,2025-04-24,2026,Top-up,High-SEC,45-54,165.06,1
500383,19360,2025-04-25,2010,Health-conscious,High-SEC,35-44,87.39,6
500384,18676,2025-04-22,2047,Sharing,Mid-SEC,45-54,353.53,1
500385,12554,2025-04-24,2079,Top-up,High-SEC,35-44,304.2,4
500386,10383,2025-04-24,2036,Health-conscious,Low-SEC,45-54,464.53,2
500387,16200,2025-04-26,2077,Impulse,Low-SEC,45-54,148.24,1
500388,19351,2025-04-21,2037,Top-up,High-SEC,45-54,297.53,3
500389,13567,2025-04-24,2053,Sharing,Mid-SEC,35-44,333.62,6
500390,15206,2025-04-24,2064,Health-conscious,Low-SEC,45-54,272.67,4
500391,14690,2025-04-21,2057,Top-up,Mid-SEC,35-44,51.5,7
500392,15473,2025-04-25,2059,Top-up,High-SEC,18-24,222.51,6
500393,16850,2025-04-23,2053,Top-up,High-SEC,18-24,328.49,2
500394,19989,2025-04-24,2079,Impulse,High-SEC,45-54,475.47,3
500395,19991,2025-04-21,2031,Health-conscious,High-SEC,18-24,478.33,1
500396,19852,2025-04-23,2083,Top-up,Low-SEC,45-54,216.08,7
500397,13920,2025-04-23,2022,Top-up,Mid-SEC,25-34,181.84,1
500398,13391,2025-04-23,2073,Health-conscious,Low-SEC,45-54,495.37,7
500399,12897,2025-04-24,2059,Impulse,High-SEC,35-44,442.44,2
500400,14011,2025-04-25,2059,Impulse,Low-SEC,18-24,356.91,4
500401,18515,2025-04-26,2060,Health-conscious,Low-SEC,45-54,480.91,6
500402,18803,2025-04-25,2015,Impulse,Mid-SEC,45-54,422.49,1
500403,14799,2025-04-26,2050,Impulse,Mid-SEC,45-54,372.48,5
500404,17209,2025-04-26,2054,Impulse,Low-SEC,25-34,431.18,7
500405,19499,2025-04-25,2014,Top-up,Mid-SEC,45-54,345.44,2
500406,13982,2025-04-21,2061,Sharing,Low-SEC,35-44,338.92,1
500407,17507,2025-04-26,2062,Top-up,Mid-SEC,35-44,182.88,4
500408,15417,2025-04-25,2057,Sharing,High-SEC,35-44,317.49,7
500409,12294,2025-04-24,2018,Sharing,Low-SEC,25-34,446.08,5
500410,15942,2025-04-22,2037,Top-up,High-SEC,35-44,263.88,4
500411,14831,2025-04-25,2019,Top-up,Low-SEC,35-44,436.62,3
500412,13734,2025-04-26,2003,Top-up,High-SEC,35-44,116.76,1
500413,14250,2025-04-25,2046,Health-conscious,Mid-SEC,25-34,487.58,6
500414,12553,2025-04-26,2075,Sharing,High-SEC,35-44,220.09,4
500415,12770,2025-04-23,2067,Top-up,Mid-SEC,45-54,56.4,1
500416,15609,2025-04-22,2028,Top-up,Low-SEC,25-34,175.24,7
500417,11959,2025-04-21,2083,Sharing,Mid-SEC,45-54,306.23,6
500418,10199,2025-04-21,2067,Top-up,Mid-SEC,18-24,229.32,1
500419,15398,2025-04-20,2064,Sharing,High-SEC,18-24,486.7,1
500420,17317,2025-04-24,2072,Top-up,Low-SEC,35-44,408.77,2
500421,14015,2025-04-25,2029,Health-conscious,Low-SEC,18-24,490.72,3
500422,19043,2025-04-20,2035,Top-up,High-SEC,18-24,457.76,2
500423,18561,2025-04-20,2038,Top-up,Low-SEC,25-34,313.55,5
500424,17819,2025-04-20,2059,Impulse,Mid-SEC,18-24,138.39,1
500425,17240,2025-04-23,2010,Top-up,Low-SEC,25-34,319.23,3
500426,19327,2025-04-24,2001,Health-conscious,Low-SEC,45-54,399.83,2
500427,19649,2025-04-24,2081,Health-conscious,Low-SEC,35-44,389.55,5
500428,14435,2025-04-25,2063,Top-up,Mid-SEC,45-54,281.39,6
500429,14909,2025-04-26,2033,Top-up,Mid-SEC,35-44,355.03,5
500430,15059,2025-04-23,2080,Impulse,Low-SEC,45-54,52.93,5
500431,17708,2025-04-21,2063,Top-up,Low-SEC,45-54,352.84,1
500432,17261,2025-04-25,2043,Top-up,Low-SEC,18-24,393.28,2
500433,15033,2025-04-22,2064,Sharing,High-SEC,45-54,96.31,3
500434,19986,2025-04-24,2026,Top-up,Mid-SEC,25-34,136.36,4
500435,12814,2025-04-24,2020,Top-up,Mid-SEC,45-54,344.07,7
500436,16830,2025-04-21,2034,Sharing,Mid-SEC,35-44,216.86,3
500437,15467,2025-04-26,2045,Sharing,Mid-SEC,35-44,241.38,4
500438,16834,2025-04-26,2000,Health-conscious,Low-SEC,45-54,209.13,7
500439,12292,2025-04-26,2058,Sharing,Low-SEC,25-34,143.87,6
500440,14193,2025-04-26,2037,Sharing,Low-SEC,35-44,242.37,4
500441,15336,2025-04-24,2071,Top-up,Low-SEC,45-54,435.38,1
500442,11219,2025-04-21,2031,Sharing,High-SEC,45-54,473.67,5
500443,17698,2025-04-26,2005,Health-conscious,High-SEC,45-54,162.43,5
500444,19602,2025-04-20,2048,Impulse,Low-SEC,35-44,174.22,3
500445,17178,2025-04-20,2036,Health-conscious,Low-SEC,18-24,196.05,7
500446,16779,2025-04-26,2019,Top-up,High-SEC,35-44,308.34,5
500447,11441,2025-04-21,2056,Sharing,High-SEC,35-44,300.5,7
500448,14774,2025-04-20,2088,Top-up,Low-SEC,35-44,480.74,3
500449,17304,2025-04-21,2027,Sharing,Mid-SEC,25-34,257.36,3
500450,13260,2025-04-25,2086,Sharing,Mid-SEC,18-24,113.12,6
500451,16730,2025-04-23,2054,Health-conscious,Low-SEC,18-24,460.84,5
500452,16119,2025-04-24,2002,Health-conscious,Low-SEC,35-44,405.56,4
500453,14630,2025-04-22,2073,Impulse,High-SEC,18-24,304.39,5
500454,11840,2025-04-21,2068,Impulse,High-SEC,45-54,324.51,2
500455,11197,2025-04-23,2087,Sharing,Mid-SEC,45-54,450.21,6
500456,12493,2025-04-22,2083,Impulse,Low-SEC,35-44,254.32,7
500457,17084,2025-04-23,2002,Sharing,Low-SEC,45-54,58.49,2
500458,15281,2025-04-21,2054,Sharing,Low-SEC,35-44,289.56,6
500459,13282,2025-04-22,2073,Top-up,Low-SEC,25-34,142.76,2
500460,11653,2025-04-24,2003,Impulse,Low-SEC,35-44,479.6,3
500461,15166,2025-04-25,2029,Top-up,Low-SEC,35-44,123.48,3
500462,13817,2025-04-26,2027,Sharing,Low-SEC,25-34,444.94,4
500463,12017,2025-04-20,2048,Health-conscious,High-SEC,25-34,221.19,4
500464,17185,2025-04-21,2051,Top-up,Mid-SEC,18-24,91.78,2
500465,18301,2025-04-25,2074,Impulse,Low-SEC,25-34,104.16,4
500466,19909,2025-04-25,2045,Sharing,Mid-SEC,25-34,144.65,1
500467,18305,2025-04-23,2046,Sharing,High-SEC,18-24,475.2,1
500468,10118,2025-04-26,2048,Health-conscious,Mid-SEC,18-24,209.61,3
500469,11069,2025-04-26,2055,Sharing,Low-SEC,18-24,342.69,7
500470,16384,2025-04-20,2060,Sharing,High-SEC,35-44,70.42,7
500471,14079,2025-04-24,2022,Impulse,Low-SEC,25-34,113.1,4
500472,10638,2025-04-24,2007,Top-up,High-SEC,35-44,217.27,4
500473,12580,2025-04-21,2053,Top-up,High-SEC,25-34,383.89,7
500474,12975,2025-04-20,2046,Top-up,Low-SEC,45-54,141.83,4
500475,16114,2025-04-24,2033,Sharing,Low-SEC,18-24,199.21,4
500476,10560,2025-04-23,2018,Impulse,High-SEC,45-54,393.13,6
500477,18604,2025-04-21,2021,Impulse,Low-SEC,35-44,453.73,1
500478,16879,2025-04-20,2008,Health-conscious,Mid-SEC,45-54,435.26,5
500479,17215,2025-04-26,2017,Impulse,Mid-SEC,45-54,261.27,3
500480,12100,2025-04-25,2041,Sharing,High-SEC,18-24,265.01,6
500481,19359,2025-04-21,2025,Top-up,High-SEC,25-34,412.45,2
500482,13695,2025-04-20,2084,Impulse,High-SEC,45-54,177.03,5
500483,11724,2025-04-21,2031,Sharing,Low-SEC,35-44,197.88,4
500484,19679,2025-04-24,2066,Sharing,Low-SEC,35-44,239.91,6
500485,12379,2025-04-25,2074,Impulse,High-SEC,45-54,334.35,7
500486,13242,2025-04-20,2023,Top-up,High-SEC,18-24,425.92,2
500487,12652,2025-04-22,2050,Impulse,High-SEC,45-54,267.73,3
500488,13076,2025-04-26,2080,Health-conscious,Mid-SEC,25-34,253.94,3
500489,18943,2025-04-20,2056,Sharing,High-SEC,35-44,201.76,2
500490,14182,2025-04-26,2043,Health-conscious,High-SEC,45-54,348.46,6
500491,15609,2025-04-22,2066,Impulse,Mid-SEC,45-54,339.03,5
500492,12068,2025-04-21,2012,Health-conscious,Low-SEC,18-24,297.71,3
500493,12069,2025-04-22,2044,Health-conscious,Mid-SEC,18-24,484.83,5
500494,12991,2025-04-26,2050,Top-up,Low-SEC,25-34,399.16,2
500495,15798,2025-04-24,2067,Top-up,High-SEC,18-24,410.12,3
500496,18838,2025-04-25,2029,Top-up,Mid-SEC,25-34,95.06,2
500497,13707,2025-04-24,2019,Health-conscious,Low-SEC,35-44,72.01,4
500498,14857,2025-04-24,2049,Health-conscious,Mid-SEC,45-54,194.86,6
500499,14915,2025-04-20,2000,Sharing,High-SEC,35-44,143.94,6
