Warehouse_ID,Market,Date,SKU_ID,Cases_Shipped
TH-BKK-DC,Thailand,2025-04-24,1015,644
TH-BKK-DC,Thailand,2025-04-24,1005,500
TH-BKK-DC,Thailand,2025-04-24,1011,495
TH-BKK-DC,Thailand,2025-04-24,1005,404
TH-BKK-DC,Thailand,2025-04-24,1015,606
TH-BKK-DC,Thailand,2025-04-24,1015,377
TH-BKK-DC,Thailand,2025-04-24,1001,346
TH-BKK-DC,Thailand,2025-04-24,1006,471
TH-BKK-DC,Thailand,2025-04-24,1012,351
TH-BKK-DC,Thailand,2025-04-24,1013,695
TH-BKK-DC,Thailand,2025-04-24,1005,718
TH-BKK-DC,Thailand,2025-04-24,1008,521
TH-BKK-DC,Thailand,2025-04-24,1004,624
TH-BKK-DC,Thailand,2025-04-24,1009,467
TH-BKK-DC,Thailand,2025-04-24,1007,538
TH-BKK-DC,Thailand,2025-04-24,1014,502
TH-BKK-DC,Thailand,2025-04-24,1013,470
TH-BKK-DC,Thailand,2025-04-24,1013,449
TH-BKK-DC,Thailand,2025-04-24,1015,402
TH-BKK-DC,Thailand,2025-04-24,1012,252
TH-BKK-DC,Thailand,2025-04-24,1014,359
TH-BKK-DC,Thailand,2025-04-24,1002,423
TH-BKK-DC,Thailand,2025-04-24,1009,671
TH-BKK-DC,Thailand,2025-04-24,1008,714
TH-BKK-DC,Thailand,2025-04-24,1003,300
TH-BKK-DC,Thailand,2025-04-24,1011,259
TH-BKK-DC,Thailand,2025-04-24,1010,340
TH-BKK-DC,Thailand,2025-04-24,1008,394
TH-BKK-DC,Thailand,2025-04-24,1006,601
TH-BKK-DC,Thailand,2025-04-24,1008,244
TH-BKK-DC,Thailand,2025-04-24,1009,661
TH-BKK-DC,Thailand,2025-04-24,1012,447
TH-BKK-DC,Thailand,2025-04-24,1015,574
TH-BKK-DC,Thailand,2025-04-24,1012,356
TH-BKK-DC,Thailand,2025-04-24,1006,482
TH-BKK-DC,Thailand,2025-04-24,1014,609
TH-BKK-DC,Thailand,2025-04-24,1010,645
TH-BKK-DC,Thailand,2025-04-24,1010,673
TH-BKK-DC,Thailand,2025-04-24,1013,634
TH-BKK-DC,Thailand,2025-04-24,1006,464
TH-BKK-DC,Thailand,2025-04-24,1000,431
TH-BKK-DC,Thailand,2025-04-24,1004,396
TH-BKK-DC,Thailand,2025-04-24,1015,654
TH-BKK-DC,Thailand,2025-04-24,1010,355
TH-BKK-DC,Thailand,2025-04-24,1013,591
TH-BKK-DC,Thailand,2025-04-25,1009,406
TH-BKK-DC,Thailand,2025-04-25,1001,712
TH-BKK-DC,Thailand,2025-04-25,1004,409
TH-BKK-DC,Thailand,2025-04-25,1012,344
TH-BKK-DC,Thailand,2025-04-25,1002,513
TH-BKK-DC,Thailand,2025-04-25,1006,483
TH-BKK-DC,Thailand,2025-04-25,1010,531
TH-BKK-DC,Thailand,2025-04-25,1009,287
TH-BKK-DC,Thailand,2025-04-25,1003,585
TH-BKK-DC,Thailand,2025-04-25,1001,663
TH-BKK-DC,Thailand,2025-04-25,1000,335
TH-BKK-DC,Thailand,2025-04-25,1002,706
TH-BKK-DC,Thailand,2025-04-25,1009,345
TH-BKK-DC,Thailand,2025-04-25,1009,577
TH-BKK-DC,Thailand,2025-04-25,1014,269
TH-BKK-DC,Thailand,2025-04-25,1000,327
TH-BKK-DC,Thailand,2025-04-25,1013,440
TH-BKK-DC,Thailand,2025-04-25,1003,306
TH-BKK-DC,Thailand,2025-04-25,1015,620
TH-BKK-DC,Thailand,2025-04-25,1012,702
TH-BKK-DC,Thailand,2025-04-25,1004,685
TH-BKK-DC,Thailand,2025-04-25,1009,461
TH-BKK-DC,Thailand,2025-04-25,1005,549
TH-BKK-DC,Thailand,2025-04-25,1006,497
TH-BKK-DC,Thailand,2025-04-25,1008,343
TH-BKK-DC,Thailand,2025-04-25,1004,468
TH-BKK-DC,Thailand,2025-04-25,1012,549
TH-BKK-DC,Thailand,2025-04-25,1010,706
TH-BKK-DC,Thailand,2025-04-25,1014,476
TH-BKK-DC,Thailand,2025-04-25,1002,387
TH-BKK-DC,Thailand,2025-04-25,1011,598
TH-BKK-DC,Thailand,2025-04-25,1012,553
TH-BKK-DC,Thailand,2025-04-25,1013,367
TH-BKK-DC,Thailand,2025-04-25,1013,474
TH-BKK-DC,Thailand,2025-04-25,1005,597
TH-BKK-DC,Thailand,2025-04-25,1012,597
TH-BKK-DC,Thailand,2025-04-25,1007,693
TH-BKK-DC,Thailand,2025-04-25,1008,691
TH-BKK-DC,Thailand,2025-04-25,1002,597
TH-BKK-DC,Thailand,2025-04-25,1015,450
TH-BKK-DC,Thailand,2025-04-25,1011,279
TH-BKK-DC,Thailand,2025-04-25,1010,449
TH-BKK-DC,Thailand,2025-04-25,1005,369
TH-BKK-DC,Thailand,2025-04-25,1001,476
TH-BKK-DC,Thailand,2025-04-25,1002,567
TH-BKK-DC,Thailand,2025-04-25,1012,415
TH-BKK-DC,Thailand,2025-04-25,1006,443
TH-BKK-DC,Thailand,2025-04-25,1000,368
TH-BKK-DC,Thailand,2025-04-25,1004,407
TH-BKK-DC,Thailand,2025-04-25,1015,476
TH-BKK-DC,Thailand,2025-04-26,1002,520
TH-BKK-DC,Thailand,2025-04-26,1014,311
TH-BKK-DC,Thailand,2025-04-26,1008,670
TH-BKK-DC,Thailand,2025-04-26,1005,669
TH-BKK-DC,Thailand,2025-04-26,1003,330
TH-BKK-DC,Thailand,2025-04-26,1003,513
TH-BKK-DC,Thailand,2025-04-26,1005,279
TH-BKK-DC,Thailand,2025-04-26,1008,318
TH-BKK-DC,Thailand,2025-04-26,1011,331
TH-BKK-DC,Thailand,2025-04-26,1001,697
TH-BKK-DC,Thailand,2025-04-26,1014,596
TH-BKK-DC,Thailand,2025-04-26,1003,439
TH-BKK-DC,Thailand,2025-04-26,1014,266
TH-BKK-DC,Thailand,2025-04-26,1001,635
TH-BKK-DC,Thailand,2025-04-26,1006,715
TH-BKK-DC,Thailand,2025-04-26,1011,705
TH-BKK-DC,Thailand,2025-04-26,1006,286
TH-BKK-DC,Thailand,2025-04-26,1013,254
TH-BKK-DC,Thailand,2025-04-26,1010,660
TH-BKK-DC,Thailand,2025-04-26,1002,352
TH-BKK-DC,Thailand,2025-04-26,1005,610
TH-BKK-DC,Thailand,2025-04-26,1001,452
TH-BKK-DC,Thailand,2025-04-26,1010,405
TH-BKK-DC,Thailand,2025-04-26,1006,718
TH-BKK-DC,Thailand,2025-04-26,1013,301
TH-BKK-DC,Thailand,2025-04-26,1006,294
TH-BKK-DC,Thailand,2025-04-26,1010,328
TH-BKK-DC,Thailand,2025-04-26,1012,574
TH-BKK-DC,Thailand,2025-04-26,1000,439
TH-BKK-DC,Thailand,2025-04-26,1014,352
TH-BKK-DC,Thailand,2025-04-26,1008,572
TH-BKK-DC,Thailand,2025-04-26,1001,274
TH-BKK-DC,Thailand,2025-04-26,1013,394
TH-BKK-DC,Thailand,2025-04-26,1003,604
TH-BKK-DC,Thailand,2025-04-26,1008,288
TH-BKK-DC,Thailand,2025-04-26,1012,587
TH-BKK-DC,Thailand,2025-04-26,1010,329
TH-BKK-DC,Thailand,2025-04-26,1015,274
TH-BKK-DC,Thailand,2025-04-26,1000,551
TH-BKK-DC,Thailand,2025-04-26,1012,501
TH-BKK-DC,Thailand,2025-04-26,1000,359
TH-BKK-DC,Thailand,2025-04-26,1003,398
TH-BKK-DC,Thailand,2025-04-26,1013,627
TH-BKK-DC,Thailand,2025-04-26,1002,270
TH-BKK-DC,Thailand,2025-04-26,1011,495
TH-BKK-DC,Thailand,2025-04-26,1006,317
TH-BKK-DC,Thailand,2025-04-26,1006,568
TH-BKK-DC,Thailand,2025-04-26,1007,712
TH-BKK-DC,Thailand,2025-04-26,1010,308
TH-BKK-DC,Thailand,2025-04-26,1010,569
JP-TYO-DC,Japan,2025-04-20,1013,571
JP-TYO-DC,Japan,2025-04-20,1000,357
JP-TYO-DC,Japan,2025-04-20,1010,364
JP-TYO-DC,Japan,2025-04-20,1001,704
JP-TYO-DC,Japan,2025-04-20,1007,551
JP-TYO-DC,Japan,2025-04-20,1010,333
JP-TYO-DC,Japan,2025-04-20,1000,273
JP-TYO-DC,Japan,2025-04-20,1002,338
JP-TYO-DC,Japan,2025-04-20,1004,720
JP-TYO-DC,Japan,2025-04-20,1004,286
JP-TYO-DC,Japan,2025-04-20,1006,360
JP-TYO-DC,Japan,2025-04-20,1013,611
JP-TYO-DC,Japan,2025-04-20,1009,324
JP-TYO-DC,Japan,2025-04-20,1007,457
JP-TYO-DC,Japan,2025-04-20,1007,395
JP-TYO-DC,Japan,2025-04-20,1014,565
JP-TYO-DC,Japan,2025-04-20,1008,681
JP-TYO-DC,Japan,2025-04-20,1002,424
JP-TYO-DC,Japan,2025-04-20,1012,325
JP-TYO-DC,Japan,2025-04-20,1014,456
JP-TYO-DC,Japan,2025-04-20,1004,659
JP-TYO-DC,Japan,2025-04-20,1000,630
JP-TYO-DC,Japan,2025-04-20,1013,677
JP-TYO-DC,Japan,2025-04-20,1009,544
JP-TYO-DC,Japan,2025-04-20,1005,371
JP-TYO-DC,Japan,2025-04-20,1014,396
JP-TYO-DC,Japan,2025-04-20,1009,432
JP-TYO-DC,Japan,2025-04-20,1002,410
JP-TYO-DC,Japan,2025-04-20,1015,340
JP-TYO-DC,Japan,2025-04-20,1006,242
JP-TYO-DC,Japan,2025-04-20,1011,491
JP-TYO-DC,Japan,2025-04-20,1013,442
JP-TYO-DC,Japan,2025-04-20,1012,490
JP-TYO-DC,Japan,2025-04-20,1002,449
JP-TYO-DC,Japan,2025-04-20,1003,437
JP-TYO-DC,Japan,2025-04-20,1006,630
JP-TYO-DC,Japan,2025-04-20,1008,634
JP-TYO-DC,Japan,2025-04-20,1015,565
JP-TYO-DC,Japan,2025-04-20,1001,573
JP-TYO-DC,Japan,2025-04-20,1013,616
JP-TYO-DC,Japan,2025-04-20,1007,484
JP-TYO-DC,Japan,2025-04-20,1011,563
JP-TYO-DC,Japan,2025-04-20,1004,373
JP-TYO-DC,Japan,2025-04-20,1004,370
JP-TYO-DC,Japan,2025-04-20,1005,246
JP-TYO-DC,Japan,2025-04-20,1002,569
JP-TYO-DC,Japan,2025-04-20,1012,601
JP-TYO-DC,Japan,2025-04-20,1006,688
JP-TYO-DC,Japan,2025-04-20,1005,664
JP-TYO-DC,Japan,2025-04-20,1008,594
JP-TYO-DC,Japan,2025-04-21,1012,540
JP-TYO-DC,Japan,2025-04-21,1013,625
JP-TYO-DC,Japan,2025-04-21,1003,565
JP-TYO-DC,Japan,2025-04-21,1004,377
JP-TYO-DC,Japan,2025-04-21,1012,597
JP-TYO-DC,Japan,2025-04-21,1000,326
JP-TYO-DC,Japan,2025-04-21,1000,289
JP-TYO-DC,Japan,2025-04-21,1013,508
JP-TYO-DC,Japan,2025-04-21,1009,615
JP-TYO-DC,Japan,2025-04-21,1005,330
JP-TYO-DC,Japan,2025-04-21,1005,600
JP-TYO-DC,Japan,2025-04-21,1006,489
JP-TYO-DC,Japan,2025-04-21,1003,470
JP-TYO-DC,Japan,2025-04-21,1005,342
JP-TYO-DC,Japan,2025-04-21,1005,654
JP-TYO-DC,Japan,2025-04-21,1008,701
JP-TYO-DC,Japan,2025-04-21,1014,560
JP-TYO-DC,Japan,2025-04-21,1005,280
JP-TYO-DC,Japan,2025-04-21,1002,433
JP-TYO-DC,Japan,2025-04-21,1008,272
JP-TYO-DC,Japan,2025-04-21,1000,539
JP-TYO-DC,Japan,2025-04-21,1015,488
JP-TYO-DC,Japan,2025-04-21,1000,271
JP-TYO-DC,Japan,2025-04-21,1000,580
JP-TYO-DC,Japan,2025-04-21,1003,348
JP-TYO-DC,Japan,2025-04-21,1012,548
JP-TYO-DC,Japan,2025-04-21,1015,482
JP-TYO-DC,Japan,2025-04-21,1013,412
JP-TYO-DC,Japan,2025-04-21,1010,401
JP-TYO-DC,Japan,2025-04-21,1011,580
JP-TYO-DC,Japan,2025-04-21,1012,552
JP-TYO-DC,Japan,2025-04-21,1011,687
JP-TYO-DC,Japan,2025-04-21,1003,241
JP-TYO-DC,Japan,2025-04-21,1012,611
JP-TYO-DC,Japan,2025-04-21,1000,548
JP-TYO-DC,Japan,2025-04-21,1008,598
JP-TYO-DC,Japan,2025-04-21,1011,471
JP-TYO-DC,Japan,2025-04-21,1013,578
JP-TYO-DC,Japan,2025-04-21,1000,566
JP-TYO-DC,Japan,2025-04-21,1000,564
JP-TYO-DC,Japan,2025-04-21,1001,653
JP-TYO-DC,Japan,2025-04-21,1014,359
JP-TYO-DC,Japan,2025-04-21,1012,618
JP-TYO-DC,Japan,2025-04-21,1011,459
JP-TYO-DC,Japan,2025-04-21,1003,615
JP-TYO-DC,Japan,2025-04-21,1009,550
JP-TYO-DC,Japan,2025-04-21,1004,685
JP-TYO-DC,Japan,2025-04-21,1004,494
JP-TYO-DC,Japan,2025-04-21,1009,666
JP-TYO-DC,Japan,2025-04-21,1005,698
JP-TYO-DC,Japan,2025-04-22,1003,486
JP-TYO-DC,Japan,2025-04-22,1007,348
JP-TYO-DC,Japan,2025-04-22,1002,294
JP-TYO-DC,Japan,2025-04-22,1000,322
JP-TYO-DC,Japan,2025-04-22,1012,632
JP-TYO-DC,Japan,2025-04-22,1007,608
JP-TYO-DC,Japan,2025-04-22,1015,699
JP-TYO-DC,Japan,2025-04-22,1004,712
JP-TYO-DC,Japan,2025-04-22,1002,647
JP-TYO-DC,Japan,2025-04-22,1007,717
JP-TYO-DC,Japan,2025-04-22,1010,433
JP-TYO-DC,Japan,2025-04-22,1013,653
JP-TYO-DC,Japan,2025-04-22,1007,372
JP-TYO-DC,Japan,2025-04-22,1009,284
JP-TYO-DC,Japan,2025-04-22,1002,414
JP-TYO-DC,Japan,2025-04-22,1003,533
JP-TYO-DC,Japan,2025-04-22,1004,676
JP-TYO-DC,Japan,2025-04-22,1012,535
JP-TYO-DC,Japan,2025-04-22,1009,271
JP-TYO-DC,Japan,2025-04-22,1012,456
JP-TYO-DC,Japan,2025-04-22,1011,648
JP-TYO-DC,Japan,2025-04-22,1007,294
JP-TYO-DC,Japan,2025-04-22,1000,515
JP-TYO-DC,Japan,2025-04-22,1010,314
JP-TYO-DC,Japan,2025-04-22,1007,495
JP-TYO-DC,Japan,2025-04-22,1004,547
JP-TYO-DC,Japan,2025-04-22,1004,622
JP-TYO-DC,Japan,2025-04-22,1010,398
JP-TYO-DC,Japan,2025-04-22,1008,674
JP-TYO-DC,Japan,2025-04-22,1006,493
JP-TYO-DC,Japan,2025-04-22,1012,270
JP-TYO-DC,Japan,2025-04-22,1004,663
JP-TYO-DC,Japan,2025-04-22,1007,598
JP-TYO-DC,Japan,2025-04-22,1005,678
JP-TYO-DC,Japan,2025-04-22,1012,393
JP-TYO-DC,Japan,2025-04-22,1000,520
JP-TYO-DC,Japan,2025-04-22,1010,456
JP-TYO-DC,Japan,2025-04-22,1011,627
JP-TYO-DC,Japan,2025-04-22,1012,276
JP-TYO-DC,Japan,2025-04-22,1009,596
JP-TYO-DC,Japan,2025-04-22,1012,289
JP-TYO-DC,Japan,2025-04-22,1010,625
JP-TYO-DC,Japan,2025-04-22,1009,474
JP-TYO-DC,Japan,2025-04-22,1004,466
JP-TYO-DC,Japan,2025-04-22,1009,699
JP-TYO-DC,Japan,2025-04-22,1006,351
JP-TYO-DC,Japan,2025-04-22,1000,425
JP-TYO-DC,Japan,2025-04-22,1004,432
JP-TYO-DC,Japan,2025-04-22,1005,714
JP-TYO-DC,Japan,2025-04-22,1003,422
JP-TYO-DC,Japan,2025-04-23,1005,266
JP-TYO-DC,Japan,2025-04-23,1010,543
JP-TYO-DC,Japan,2025-04-23,1004,561
JP-TYO-DC,Japan,2025-04-23,1007,257
JP-TYO-DC,Japan,2025-04-23,1007,443
JP-TYO-DC,Japan,2025-04-23,1009,592
JP-TYO-DC,Japan,2025-04-23,1012,637
JP-TYO-DC,Japan,2025-04-23,1014,682
JP-TYO-DC,Japan,2025-04-23,1008,563
JP-TYO-DC,Japan,2025-04-23,1011,245
JP-TYO-DC,Japan,2025-04-23,1003,282
JP-TYO-DC,Japan,2025-04-23,1015,568
JP-TYO-DC,Japan,2025-04-23,1000,540
JP-TYO-DC,Japan,2025-04-23,1008,595
JP-TYO-DC,Japan,2025-04-23,1005,436
JP-TYO-DC,Japan,2025-04-23,1013,392
JP-TYO-DC,Japan,2025-04-23,1003,406
JP-TYO-DC,Japan,2025-04-23,1005,447
JP-TYO-DC,Japan,2025-04-23,1012,524
JP-TYO-DC,Japan,2025-04-23,1002,505
JP-TYO-DC,Japan,2025-04-23,1006,577
JP-TYO-DC,Japan,2025-04-23,1005,681
JP-TYO-DC,Japan,2025-04-23,1000,524
JP-TYO-DC,Japan,2025-04-23,1010,302
JP-TYO-DC,Japan,2025-04-23,1004,534
JP-TYO-DC,Japan,2025-04-23,1005,284
JP-TYO-DC,Japan,2025-04-23,1001,283
JP-TYO-DC,Japan,2025-04-23,1009,426
JP-TYO-DC,Japan,2025-04-23,1013,576
JP-TYO-DC,Japan,2025-04-23,1007,393
JP-TYO-DC,Japan,2025-04-23,1009,577
JP-TYO-DC,Japan,2025-04-23,1004,535
JP-TYO-DC,Japan,2025-04-23,1010,507
JP-TYO-DC,Japan,2025-04-23,1006,592
JP-TYO-DC,Japan,2025-04-23,1001,361
JP-TYO-DC,Japan,2025-04-23,1006,312
JP-TYO-DC,Japan,2025-04-23,1006,308
JP-TYO-DC,Japan,2025-04-23,1011,382
JP-TYO-DC,Japan,2025-04-23,1013,278
JP-TYO-DC,Japan,2025-04-23,1008,435
JP-TYO-DC,Japan,2025-04-23,1012,473
JP-TYO-DC,Japan,2025-04-23,1008,586
JP-TYO-DC,Japan,2025-04-23,1004,514
JP-TYO-DC,Japan,2025-04-23,1002,562
JP-TYO-DC,Japan,2025-04-23,1006,605
JP-TYO-DC,Japan,2025-04-23,1005,454
JP-TYO-DC,Japan,2025-04-23,1010,643
JP-TYO-DC,Japan,2025-04-23,1012,253
JP-TYO-DC,Japan,2025-04-23,1002,378
JP-TYO-DC,Japan,2025-04-23,1003,590
JP-TYO-DC,Japan,2025-04-24,1002,408
JP-TYO-DC,Japan,2025-04-24,1011,705
JP-TYO-DC,Japan,2025-04-24,1008,314
JP-TYO-DC,Japan,2025-04-24,1008,245
JP-TYO-DC,Japan,2025-04-24,1012,353
JP-TYO-DC,Japan,2025-04-24,1003,640
JP-TYO-DC,Japan,2025-04-24,1005,509
JP-TYO-DC,Japan,2025-04-24,1015,288
JP-TYO-DC,Japan,2025-04-24,1009,522
JP-TYO-DC,Japan,2025-04-24,1003,699
JP-TYO-DC,Japan,2025-04-24,1005,402
JP-TYO-DC,Japan,2025-04-24,1005,416
JP-TYO-DC,Japan,2025-04-24,1015,543
JP-TYO-DC,Japan,2025-04-24,1008,244
JP-TYO-DC,Japan,2025-04-24,1004,313
JP-TYO-DC,Japan,2025-04-24,1008,267
JP-TYO-DC,Japan,2025-04-24,1007,587
JP-TYO-DC,Japan,2025-04-24,1014,333
JP-TYO-DC,Japan,2025-04-24,1011,648
JP-TYO-DC,Japan,2025-04-24,1009,381
JP-TYO-DC,Japan,2025-04-24,1007,396
JP-TYO-DC,Japan,2025-04-24,1009,448
JP-TYO-DC,Japan,2025-04-24,1002,564
JP-TYO-DC,Japan,2025-04-24,1002,613
JP-TYO-DC,Japan,2025-04-24,1002,324
JP-TYO-DC,Japan,2025-04-24,1002,620
JP-TYO-DC,Japan,2025-04-24,1015,653
JP-TYO-DC,Japan,2025-04-24,1013,586
JP-TYO-DC,Japan,2025-04-24,1015,494
JP-TYO-DC,Japan,2025-04-24,1012,247
JP-TYO-DC,Japan,2025-04-24,1000,605
JP-TYO-DC,Japan,2025-04-24,1011,365
JP-TYO-DC,Japan,2025-04-24,1014,326
JP-TYO-DC,Japan,2025-04-24,1005,278
JP-TYO-DC,Japan,2025-04-24,1004,503
JP-TYO-DC,Japan,2025-04-24,1001,456
JP-TYO-DC,Japan,2025-04-24,1012,327
JP-TYO-DC,Japan,2025-04-24,1003,413
JP-TYO-DC,Japan,2025-04-24,1003,388
JP-TYO-DC,Japan,2025-04-24,1015,390
JP-TYO-DC,Japan,2025-04-24,1006,241
JP-TYO-DC,Japan,2025-04-24,1006,712
JP-TYO-DC,Japan,2025-04-24,1001,718
JP-TYO-DC,Japan,2025-04-24,1015,269
JP-TYO-DC,Japan,2025-04-24,1000,555
JP-TYO-DC,Japan,2025-04-24,1010,392
JP-TYO-DC,Japan,2025-04-24,1003,242
JP-TYO-DC,Japan,2025-04-24,1005,445
JP-TYO-DC,Japan,2025-04-24,1000,291
JP-TYO-DC,Japan,2025-04-24,1015,341
JP-TYO-DC,Japan,2025-04-25,1004,450
JP-TYO-DC,Japan,2025-04-25,1015,243
JP-TYO-DC,Japan,2025-04-25,1008,355
JP-TYO-DC,Japan,2025-04-25,1012,431
JP-TYO-DC,Japan,2025-04-25,1011,459
JP-TYO-DC,Japan,2025-04-25,1008,295
JP-TYO-DC,Japan,2025-04-25,1014,322
JP-TYO-DC,Japan,2025-04-25,1011,622
JP-TYO-DC,Japan,2025-04-25,1000,423
JP-TYO-DC,Japan,2025-04-25,1003,337
JP-TYO-DC,Japan,2025-04-25,1001,308
JP-TYO-DC,Japan,2025-04-25,1013,620
JP-TYO-DC,Japan,2025-04-25,1001,322
JP-TYO-DC,Japan,2025-04-25,1015,580
JP-TYO-DC,Japan,2025-04-25,1003,455
JP-TYO-DC,Japan,2025-04-25,1015,649
JP-TYO-DC,Japan,2025-04-25,1010,624
JP-TYO-DC,Japan,2025-04-25,1012,307
JP-TYO-DC,Japan,2025-04-25,1003,645
JP-TYO-DC,Japan,2025-04-25,1004,319
JP-TYO-DC,Japan,2025-04-25,1000,632
JP-TYO-DC,Japan,2025-04-25,1001,587
JP-TYO-DC,Japan,2025-04-25,1013,545
JP-TYO-DC,Japan,2025-04-25,1013,485
JP-TYO-DC,Japan,2025-04-25,1009,488
JP-TYO-DC,Japan,2025-04-25,1013,366
JP-TYO-DC,Japan,2025-04-25,1005,367
JP-TYO-DC,Japan,2025-04-25,1003,682
JP-TYO-DC,Japan,2025-04-25,1007,581
JP-TYO-DC,Japan,2025-04-25,1006,482
JP-TYO-DC,Japan,2025-04-25,1005,336
JP-TYO-DC,Japan,2025-04-25,1007,301
JP-TYO-DC,Japan,2025-04-25,1012,259
JP-TYO-DC,Japan,2025-04-25,1006,715
JP-TYO-DC,Japan,2025-04-25,1013,249
JP-TYO-DC,Japan,2025-04-25,1002,682
JP-TYO-DC,Japan,2025-04-25,1012,448
JP-TYO-DC,Japan,2025-04-25,1007,353
JP-TYO-DC,Japan,2025-04-25,1013,485
JP-TYO-DC,Japan,2025-04-25,1013,569
JP-TYO-DC,Japan,2025-04-25,1009,296
JP-TYO-DC,Japan,2025-04-25,1011,383
JP-TYO-DC,Japan,2025-04-25,1013,366
JP-TYO-DC,Japan,2025-04-25,1001,333
JP-TYO-DC,Japan,2025-04-25,1000,266
JP-TYO-DC,Japan,2025-04-25,1006,386
JP-TYO-DC,Japan,2025-04-25,1008,705
JP-TYO-DC,Japan,2025-04-25,1013,334
JP-TYO-DC,Japan,2025-04-25,1015,426
JP-TYO-DC,Japan,2025-04-25,1009,297
JP-TYO-DC,Japan,2025-04-26,1000,589
JP-TYO-DC,Japan,2025-04-26,1010,424
JP-TYO-DC,Japan,2025-04-26,1011,361
JP-TYO-DC,Japan,2025-04-26,1006,539
JP-TYO-DC,Japan,2025-04-26,1002,694
JP-TYO-DC,Japan,2025-04-26,1004,562
JP-TYO-DC,Japan,2025-04-26,1001,540
JP-TYO-DC,Japan,2025-04-26,1006,600
JP-TYO-DC,Japan,2025-04-26,1003,278
JP-TYO-DC,Japan,2025-04-26,1009,611
JP-TYO-DC,Japan,2025-04-26,1006,513
JP-TYO-DC,Japan,2025-04-26,1001,305
JP-TYO-DC,Japan,2025-04-26,1013,521
JP-TYO-DC,Japan,2025-04-26,1011,698
JP-TYO-DC,Japan,2025-04-26,1014,562
JP-TYO-DC,Japan,2025-04-26,1013,274
JP-TYO-DC,Japan,2025-04-26,1013,508
JP-TYO-DC,Japan,2025-04-26,1005,546
JP-TYO-DC,Japan,2025-04-26,1004,388
JP-TYO-DC,Japan,2025-04-26,1001,646
JP-TYO-DC,Japan,2025-04-26,1012,493
JP-TYO-DC,Japan,2025-04-26,1005,464
JP-TYO-DC,Japan,2025-04-26,1012,445
JP-TYO-DC,Japan,2025-04-26,1006,334
JP-TYO-DC,Japan,2025-04-26,1005,532
JP-TYO-DC,Japan,2025-04-26,1000,690
JP-TYO-DC,Japan,2025-04-26,1008,395
JP-TYO-DC,Japan,2025-04-26,1009,602
JP-TYO-DC,Japan,2025-04-26,1003,327
JP-TYO-DC,Japan,2025-04-26,1001,513
JP-TYO-DC,Japan,2025-04-26,1009,260
JP-TYO-DC,Japan,2025-04-26,1008,714
JP-TYO-DC,Japan,2025-04-26,1008,687
JP-TYO-DC,Japan,2025-04-26,1007,661
JP-TYO-DC,Japan,2025-04-26,1003,240
JP-TYO-DC,Japan,2025-04-26,1011,406
JP-TYO-DC,Japan,2025-04-26,1008,609
JP-TYO-DC,Japan,2025-04-26,1013,699
JP-TYO-DC,Japan,2025-04-26,1010,269
JP-TYO-DC,Japan,2025-04-26,1011,352
JP-TYO-DC,Japan,2025-04-26,1005,371
JP-TYO-DC,Japan,2025-04-26,1003,609
JP-TYO-DC,Japan,2025-04-26,1008,685
JP-TYO-DC,Japan,2025-04-26,1014,352
JP-TYO-DC,Japan,2025-04-26,1008,344
JP-TYO-DC,Japan,2025-04-26,1004,468
JP-TYO-DC,Japan,2025-04-26,1013,428
JP-TYO-DC,Japan,2025-04-26,1015,287
JP-TYO-DC,Japan,2025-04-26,1005,475
JP-TYO-DC,Japan,2025-04-26,1005,336
